全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
3083,unknown,523,10-11,16,0.9746908,6,False
3084,unknown,524,10-11,16,0.9747415,6,False
3085,unknown,525,10-11,16,0.9743394,3,False
3086,unknown,526,10-11,16,0.9747842,6,False
3087,unknown,527,10-11,16,0.9748848,6,False
3088,unknown,528,10-11,16,0.9744619,6,False
3089,unknown,529,10-11,16,0.9749938,-1,True
3090,unknown,530,10-11,16,0.9749768,6,False
3091,unknown,531,10-11,16,0.97501147,-1,True
3092,unknown,532,10-11,16,0.9748499,6,False
3093,unknown,533,10-11,16,0.9744611,6,False
3094,unknown,534,10-11,16,0.9749334,6,False
3095,unknown,535,10-11,16,0.97489464,6,False
3096,unknown,536,10-11,16,0.974512,6,False
3097,unknown,537,10-11,16,0.975255,6,False
3098,unknown,538,10-11,16,0.97443575,6,False
3099,unknown,539,10-11,16,0.97479177,6,False
3100,unknown,540,10-11,16,0.97495645,6,False
3101,unknown,541,10-11,16,0.9753746,6,False
3102,unknown,542,10-11,16,0.97485304,6,False
3103,unknown,543,10-11,16,0.97512954,6,False
3104,unknown,544,10-11,16,0.97488546,6,False
3105,unknown,545,10-11,16,0.9747947,6,False
3106,unknown,546,10-11,16,0.9738781,6,False
3107,unknown,547,10-11,16,0.9747641,6,False
3108,unknown,548,10-11,16,0.9749944,6,False
3109,unknown,549,10-11,16,0.9745398,6,False
3110,unknown,550,10-11,16,0.97456944,3,False
3111,unknown,551,10-11,16,0.97472006,6,False
3112,unknown,552,10-11,16,0.97483367,6,False
3113,unknown,553,10-11,16,0.97451043,6,False
3114,unknown,554,10-11,16,0.9747905,6,False
3115,unknown,555,10-11,16,0.97481054,6,False
3116,unknown,556,10-11,16,0.97481894,6,False
3117,unknown,557,10-11,16,0.9747695,6,False
3118,unknown,558,10-11,16,0.97500116,6,False
3119,unknown,559,10-11,16,0.97494066,6,False
3120,unknown,560,10-11,16,0.9745613,6,False
3121,unknown,561,10-11,16,0.974895,6,False
3122,unknown,562,10-11,16,0.9748448,6,False
3123,unknown,563,10-11,16,0.9751266,6,False
3124,unknown,564,10-11,16,0.9748993,6,False
3125,unknown,565,10-11,16,0.97443765,3,False
3126,unknown,566,10-11,16,0.97462356,6,False
3127,unknown,567,10-11,16,0.9744855,6,False
3128,unknown,568,10-11,16,0.9747377,6,False
3129,unknown,569,10-11,16,0.9749761,6,False
3130,unknown,570,10-11,16,0.9749577,6,False
3131,unknown,571,10-11,16,0.9749895,6,False
3132,unknown,572,10-11,16,0.9744316,6,False
3133,unknown,573,10-11,16,0.97482926,6,False
3134,unknown,574,10-11,16,0.97452474,6,False
3135,unknown,575,10-11,16,0.9743696,6,False
3136,unknown,576,10-11,16,0.97487843,6,False
3137,unknown,577,10-11,16,0.97490364,6,False
3138,unknown,578,10-11,16,0.97463536,6,False
3139,unknown,579,10-11,16,0.974705,6,False
3140,unknown,580,10-11,16,0.97484607,-1,True
3141,unknown,581,10-11,16,0.97491384,6,False
3142,unknown,582,10-11,16,0.9749395,6,False
3143,unknown,583,10-11,16,0.9747366,6,False
3144,unknown,584,10-11,16,0.9749437,6,False
3145,unknown,585,10-11,16,0.9749912,6,False
3146,unknown,586,10-11,16,0.97481126,6,False
3147,unknown,587,10-11,16,0.97517365,3,False
3148,unknown,588,10-11,16,0.9749005,6,False
3149,unknown,589,10-11,16,0.9748828,6,False
3150,unknown,590,10-11,16,0.974981,6,False
3151,unknown,591,10-11,16,0.97480935,6,False
3152,unknown,592,10-11,16,0.9747593,6,False
3153,unknown,593,10-11,16,0.9748363,6,False
3154,unknown,594,10-11,16,0.9747633,6,False
3155,unknown,595,10-11,16,0.9746559,6,False
3156,unknown,596,10-11,16,0.97492015,6,False
3157,unknown,597,10-11,16,0.97457457,6,False
3158,unknown,598,10-11,16,0.9745895,6,False
3159,unknown,599,10-11,16,0.9750093,6,False
3160,unknown,600,10-11,16,0.974777,6,False
3161,unknown,601,10-11,16,0.9746119,6,False
3162,unknown,602,10-11,16,0.9749312,6,False
3163,unknown,603,10-11,16,0.975087,6,False
3164,unknown,604,10-11,16,0.9744196,6,False
3165,unknown,605,10-11,16,0.97452927,6,False
3166,unknown,606,10-11,16,0.97474873,6,False
3167,unknown,607,10-11,16,0.97482073,6,False
3168,unknown,608,10-11,16,0.9751695,-1,True
3169,unknown,609,10-11,16,0.97453123,6,False
3170,unknown,610,10-11,16,0.9748075,6,False
3171,unknown,611,10-11,16,0.9748666,6,False
3172,unknown,612,10-11,16,0.9746914,6,False
3173,unknown,613,10-11,16,0.97486377,6,False
3174,unknown,614,10-11,16,0.97453386,6,False
3175,unknown,615,10-11,16,0.9748993,6,False
3176,unknown,616,10-11,16,0.97496927,6,False
3177,unknown,617,10-11,16,0.9748547,6,False
3178,unknown,618,10-11,16,0.97508407,6,False
3179,unknown,619,10-11,16,0.97469926,6,False
3180,unknown,620,10-11,16,0.9748929,6,False
3181,unknown,621,10-11,16,0.97474915,6,False
3182,unknown,622,10-11,16,0.97478664,6,False
3183,unknown,623,10-11,16,0.974768,6,False
3184,unknown,624,10-11,16,0.9748858,6,False
3185,unknown,625,10-11,16,0.97517043,6,False
3186,unknown,626,10-11,16,0.9749631,6,False
3187,unknown,627,10-11,16,0.9750924,6,False
3188,unknown,628,10-11,16,0.97499174,6,False
3189,unknown,629,10-11,16,0.9748895,6,False
3190,unknown,630,10-11,16,0.9748565,6,False
3191,unknown,631,10-11,16,0.9749964,6,False
3192,unknown,632,10-11,16,0.97480744,6,False
3193,unknown,633,10-11,16,0.97488165,6,False
3194,unknown,634,10-11,16,0.9746335,6,False
3195,unknown,635,10-11,16,0.9746149,6,False
3196,unknown,636,10-11,16,0.9748568,6,False
3197,unknown,637,10-11,16,0.9745657,6,False
3198,unknown,638,10-11,16,0.9747106,6,False
3199,unknown,639,10-11,16,0.9747794,6,False
3200,unknown,640,10-11,16,0.974801,6,False
3201,unknown,641,10-11,16,0.9747213,6,False
3202,unknown,642,10-11,16,0.9749168,6,False
3203,unknown,643,10-11,16,0.9749599,3,False
3204,unknown,644,10-11,16,0.9746821,6,False
3205,unknown,645,10-11,16,0.97497535,6,False
3206,unknown,646,10-11,16,0.974822,6,False
3207,unknown,647,10-11,16,0.97504157,6,False
3208,unknown,648,10-11,16,0.9749317,6,False
3209,unknown,649,10-11,16,0.9749323,6,False
3210,unknown,650,10-11,16,0.9752871,-1,True
3211,unknown,651,10-11,16,0.9746417,6,False
3212,unknown,652,10-11,16,0.9749195,6,False
3213,unknown,653,10-11,16,0.9747651,6,False
3214,unknown,654,10-11,16,0.9743537,6,False
3215,unknown,655,10-11,16,0.9747065,6,False
3216,unknown,656,10-11,16,0.97463727,6,False
3217,unknown,657,10-11,16,0.9750866,6,False
3218,unknown,658,10-11,16,0.97443736,6,False
3219,unknown,659,10-11,16,0.9748936,6,False
3220,unknown,660,10-11,16,0.97459215,6,False
3221,unknown,661,10-11,16,0.9745371,6,False
3222,unknown,662,10-11,16,0.9747153,6,False
3223,unknown,663,10-11,16,0.9745686,6,False
3224,unknown,664,10-11,16,0.97484875,6,False
3225,unknown,665,10-11,16,0.9746536,6,False
3226,unknown,666,10-11,16,0.974899,6,False
3227,unknown,667,10-11,16,0.9747553,6,False
3228,unknown,668,10-11,16,0.9749453,6,False
3229,unknown,669,10-11,16,0.9745887,6,False
3230,unknown,670,10-11,16,0.9740525,-1,True
3231,unknown,671,10-11,16,0.97494894,6,False
3232,unknown,672,10-11,16,0.97466636,6,False
3233,unknown,673,10-11,16,0.97489065,6,False
3234,unknown,674,10-11,16,0.9748541,6,False
3235,unknown,675,10-11,16,0.97453403,6,False
3236,unknown,676,10-11,16,0.97427547,3,False
3237,unknown,677,10-11,16,0.9752386,6,False
3238,unknown,678,10-11,16,0.97455,6,False
3239,unknown,679,10-11,16,0.97451353,6,False
3240,unknown,680,10-11,16,0.9750107,6,False
3241,unknown,681,10-11,16,0.9747685,6,False
3242,unknown,682,10-11,16,0.9747617,6,False
3243,unknown,683,10-11,16,0.97444534,6,False
3244,unknown,684,10-11,16,0.97477025,6,False
3245,unknown,685,10-11,16,0.9750909,6,False
3246,unknown,686,10-11,16,0.97481906,6,False
3247,unknown,687,10-11,16,0.97520643,6,False
3248,unknown,688,10-11,16,0.9749949,6,False
3249,unknown,689,10-11,16,0.974471,6,False
3250,unknown,690,10-11,16,0.97490424,6,False
3251,unknown,691,10-11,16,0.974781,6,False
3252,unknown,692,10-11,16,0.97469485,6,False
3253,unknown,693,10-11,16,0.97444403,6,False
3254,unknown,694,10-11,16,0.97485554,6,False
3255,unknown,695,10-11,16,0.97479194,6,False
3256,unknown,696,10-11,16,0.97491103,6,False
3257,unknown,697,10-11,16,0.9747886,6,False
3258,unknown,698,10-11,16,0.97450817,6,False
3259,unknown,699,10-11,16,0.9750625,6,False
3260,unknown,700,10-11,16,0.9743428,6,False
3261,unknown,701,10-11,16,0.97490656,6,False
3262,unknown,702,10-11,16,0.9747513,6,False
3263,unknown,703,10-11,16,0.9746008,6,False
3264,unknown,704,10-11,16,0.97472525,6,False
3265,unknown,705,10-11,16,0.9748442,6,False
3266,unknown,706,10-11,16,0.9748868,6,False
3267,unknown,707,10-11,16,0.9748874,6,False
3268,unknown,708,10-11,16,0.9746729,6,False
3269,unknown,709,10-11,16,0.97492874,6,False
3270,unknown,710,10-11,16,0.97482175,6,False
3271,unknown,711,10-11,16,0.9749659,6,False
3272,unknown,712,10-11,16,0.97488606,6,False
3273,unknown,713,10-11,16,0.97494924,6,False
3274,unknown,714,10-11,16,0.97468734,6,False
3275,unknown,715,10-11,16,0.9746522,6,False
3276,unknown,716,10-11,16,0.97475487,6,False
3277,unknown,717,10-11,16,0.9747726,6,False
3278,unknown,718,10-11,16,0.9744968,6,False
3279,unknown,719,10-11,16,0.9749086,6,False
3280,unknown,720,10-11,16,0.97446156,6,False
3281,unknown,721,10-11,16,0.9751252,6,False
3282,unknown,722,10-11,16,0.97478634,6,False
3283,unknown,723,10-11,16,0.9747008,6,False
3284,unknown,724,10-11,16,0.97473603,6,False
3285,unknown,725,10-11,16,0.9748902,6,False
3286,unknown,726,10-11,16,0.97484976,6,False
3287,unknown,727,10-11,16,0.9749126,6,False
3288,unknown,728,10-11,16,0.9747113,6,False
3289,unknown,729,10-11,16,0.9747442,6,False
3290,unknown,730,10-11,16,0.974406,6,False
3291,unknown,731,10-11,16,0.9748922,6,False
3292,unknown,732,10-11,16,0.974754,6,False
3293,unknown,733,10-11,16,0.9747722,3,False
3294,unknown,734,10-11,16,0.9747484,6,False
3295,unknown,735,10-11,16,0.97472537,6,False
3296,unknown,736,10-11,16,0.97460306,6,False
3297,unknown,737,10-11,16,0.97468865,6,False
3298,unknown,738,10-11,16,0.97461516,6,False
3299,unknown,739,10-11,16,0.9744726,6,False
3300,unknown,740,10-11,16,0.9748576,6,False
3301,unknown,741,10-11,16,0.97481793,6,False
3302,unknown,742,10-11,16,0.9747772,6,False
3303,unknown,743,10-11,16,0.9748412,6,False
3304,unknown,744,10-11,16,0.97446585,6,False
3305,unknown,745,10-11,16,0.9744483,3,False
3306,unknown,746,10-11,16,0.9749874,6,False
3307,unknown,747,10-11,16,0.9747467,6,False
3308,unknown,748,10-11,16,0.97479653,6,False
3309,unknown,749,10-11,16,0.9748069,6,False
3310,unknown,750,10-11,16,0.97495425,6,False
3311,unknown,751,10-11,16,0.97520435,6,False
3312,unknown,752,10-11,16,0.9748453,6,False
3313,unknown,753,10-11,16,0.97445077,6,False
3314,unknown,754,10-11,16,0.9747433,6,False
3315,unknown,755,10-11,16,0.9748567,6,False
3316,unknown,756,10-11,16,0.97453773,6,False
3317,unknown,757,10-11,16,0.9748987,6,False
3318,unknown,758,10-11,16,0.97476786,6,False
3319,unknown,759,10-11,16,0.974784,6,False
3320,unknown,760,10-11,16,0.97463727,6,False
3321,unknown,761,10-11,16,0.9746895,6,False
3322,unknown,762,10-11,16,0.9747335,6,False
3323,unknown,763,10-11,16,0.9748068,6,False
3324,unknown,764,10-11,16,0.97473073,6,False
3325,unknown,765,10-11,16,0.9745885,6,False
3326,unknown,766,10-11,16,0.9748167,6,False
3327,unknown,767,10-11,16,0.97494715,6,False
3328,unknown,768,10-11,16,0.974883,6,False
3329,unknown,769,10-11,16,0.97492874,6,False
3330,unknown,770,10-11,16,0.9746039,6,False
3331,unknown,771,10-11,16,0.97490966,6,False
3332,unknown,772,10-11,16,0.9749416,6,False
3333,unknown,773,10-11,16,0.9749635,6,False
3334,unknown,774,10-11,16,0.97485995,6,False
3335,unknown,775,10-11,16,0.9749117,6,False
3336,unknown,776,10-11,16,0.9745399,6,False
3337,unknown,777,10-11,16,0.9749177,6,False
3338,unknown,778,10-11,16,0.9744801,6,False
3339,unknown,779,10-11,16,0.974617,6,False
3340,unknown,780,10-11,16,0.9749354,6,False
3341,unknown,781,10-11,16,0.97453904,6,False
3342,unknown,782,10-11,16,0.9752303,6,False
3343,unknown,783,10-11,16,0.9750814,6,False
3344,unknown,784,10-11,16,0.9747709,6,False
3345,unknown,785,10-11,16,0.9750329,6,False
3346,unknown,786,10-11,16,0.9750152,6,False
3347,unknown,787,10-11,16,0.9749862,6,False
3348,unknown,788,10-11,16,0.97484106,6,False
3349,unknown,789,10-11,16,0.97475225,6,False
3350,unknown,790,10-11,16,0.9753532,6,False
3351,unknown,791,10-11,16,0.9747418,6,False
3352,unknown,792,10-11,16,0.9748742,6,False
3353,unknown,793,10-11,16,0.9748036,6,False
3354,unknown,794,10-11,16,0.97518206,6,False
3355,unknown,795,10-11,16,0.9747651,6,False
3356,unknown,796,10-11,16,0.97495544,6,False
3357,unknown,797,10-11,16,0.97519785,6,False
3358,unknown,798,10-11,16,0.9748445,6,False
3359,unknown,799,10-11,16,0.97491294,6,False
3360,unknown,800,10-7,16,0.9710586,6,False
3361,unknown,801,10-7,16,0.97169495,6,False
3362,unknown,802,10-7,16,0.97183955,6,False
3363,unknown,803,10-7,16,0.9716207,6,False
3364,unknown,804,10-7,16,0.9717268,6,False
3365,unknown,805,10-7,16,0.97109914,6,False
3366,unknown,806,10-7,16,0.97208136,6,False
3367,unknown,807,10-7,16,0.971367,6,False
3368,unknown,808,10-7,16,0.9715718,6,False
3369,unknown,809,10-7,16,0.97236866,6,False
3370,unknown,810,10-7,16,0.97172296,6,False
3371,unknown,811,10-7,16,0.97172236,6,False
3372,unknown,812,10-7,16,0.9716578,6,False
3373,unknown,813,10-7,16,0.9719103,6,False
3374,unknown,814,10-7,16,0.9721014,6,False
3375,unknown,815,10-7,16,0.9716656,6,False
3376,unknown,816,10-7,16,0.97110015,6,False
3377,unknown,817,10-7,16,0.9719138,6,False
3378,unknown,818,10-7,16,0.9715656,6,False
3379,unknown,819,10-7,16,0.97201735,6,False
3380,unknown,820,10-7,16,0.97178787,6,False
3381,unknown,821,10-7,16,0.97128147,6,False
3382,unknown,822,10-7,16,0.9710393,6,False
3383,unknown,823,10-7,16,0.97181994,6,False
3384,unknown,824,10-7,16,0.97170013,6,False
3385,unknown,825,10-7,16,0.97122973,6,False
3386,unknown,826,10-7,16,0.9716299,6,False
3387,unknown,827,10-7,16,0.97189325,6,False
3388,unknown,828,10-7,16,0.9713527,6,False
3389,unknown,829,10-7,16,0.97191,6,False
3390,unknown,830,10-7,16,0.9718358,6,False
3391,unknown,831,10-7,16,0.97052455,6,False
3392,unknown,832,10-7,16,0.971354,6,False
3393,unknown,833,10-7,16,0.9715568,6,False
3394,unknown,834,10-7,16,0.97055995,6,False
3395,unknown,835,10-7,16,0.97179466,6,False
3396,unknown,836,10-7,16,0.9711631,6,False
3397,unknown,837,10-7,16,0.9713728,6,False
3398,unknown,838,10-7,16,0.97179186,6,False
3399,unknown,839,10-7,16,0.9716157,6,False
3400,unknown,840,10-7,16,0.9719694,6,False
3401,unknown,841,10-7,16,0.9705343,6,False
3402,unknown,842,10-7,16,0.97159904,6,False
3403,unknown,843,10-7,16,0.971892,6,False
3404,unknown,844,10-7,16,0.97199273,6,False
3405,unknown,845,10-7,16,0.9720688,6,False
3406,unknown,846,10-7,16,0.971945,6,False
3407,unknown,847,10-7,16,0.9714943,6,False
3408,unknown,848,10-7,16,0.9712265,6,False
3409,unknown,849,10-7,16,0.971931,6,False
3410,unknown,850,10-7,16,0.97187376,6,False
3411,unknown,851,10-7,16,0.9720404,6,False
3412,unknown,852,10-7,16,0.9719035,6,False
3413,unknown,853,10-7,16,0.97128516,6,False
3414,unknown,854,10-7,16,0.9719081,6,False
3415,unknown,855,10-7,16,0.97136414,6,False
3416,unknown,856,10-7,16,0.9716735,6,False
3417,unknown,857,10-7,16,0.9714578,6,False
3418,unknown,858,10-7,16,0.9715272,6,False
3419,unknown,859,10-7,16,0.971225,6,False
3420,unknown,860,10-7,16,0.9720122,6,False
3421,unknown,861,10-7,16,0.9708763,6,False
3422,unknown,862,10-7,16,0.9717135,6,False
3423,unknown,863,10-7,16,0.9700985,6,False
3424,unknown,864,10-7,16,0.9708416,6,False
3425,unknown,865,10-7,16,0.97254837,6,False
3426,unknown,866,10-7,16,0.97197753,6,False
3427,unknown,867,10-7,16,0.97085387,6,False
3428,unknown,868,10-7,16,0.9722371,6,False
3429,unknown,869,10-7,16,0.97156876,6,False
3430,unknown,870,10-7,16,0.97127026,6,False
3431,unknown,871,10-7,16,0.971762,6,False
3432,unknown,872,10-7,16,0.9711843,6,False
3433,unknown,873,10-7,16,0.9716277,6,False
3434,unknown,874,10-7,16,0.97164786,6,False
3435,unknown,875,10-7,16,0.9716088,6,False
3436,unknown,876,10-7,16,0.97206223,6,False
3437,unknown,877,10-7,16,0.9714657,6,False
3438,unknown,878,10-7,16,0.97118056,6,False
3439,unknown,879,10-7,16,0.9713188,6,False
3440,unknown,880,10-7,16,0.9703989,6,False
3441,unknown,881,10-7,16,0.9717366,6,False
3442,unknown,882,10-7,16,0.97124404,6,False
3443,unknown,883,10-7,16,0.97131974,6,False
3444,unknown,884,10-7,16,0.9715253,6,False
3445,unknown,885,10-7,16,0.9698551,6,False
3446,unknown,886,10-7,16,0.9719465,6,False
3447,unknown,887,10-7,16,0.97009313,6,False
3448,unknown,888,10-7,16,0.9715121,6,False
3449,unknown,889,10-7,16,0.97143555,6,False
3450,unknown,890,10-7,16,0.97092676,6,False
3451,unknown,891,10-7,16,0.97136414,6,False
3452,unknown,892,10-7,16,0.97126585,6,False
3453,unknown,893,10-7,16,0.97162145,6,False
3454,unknown,894,10-7,16,0.9706993,6,False
3455,unknown,895,10-7,16,0.9710214,6,False
3456,unknown,896,10-7,16,0.97212785,6,False
3457,unknown,897,10-7,16,0.9718653,6,False
3458,unknown,898,10-7,16,0.9713837,6,False
3459,unknown,899,10-7,16,0.9720908,6,False
3460,unknown,900,10-7,16,0.9710783,6,False
3461,unknown,901,10-7,16,0.9706029,6,False
3462,unknown,902,10-7,16,0.97133446,6,False
3463,unknown,903,10-7,16,0.9722268,6,False
3464,unknown,904,10-7,16,0.9706284,6,False
3465,unknown,905,10-7,16,0.9710178,6,False
3466,unknown,906,10-7,16,0.9715043,6,False
3467,unknown,907,10-7,16,0.97075605,6,False
3468,unknown,908,10-7,16,0.97095436,6,False
3469,unknown,909,10-7,16,0.9708479,6,False
3470,unknown,910,10-7,16,0.97164094,6,False
3471,unknown,911,10-7,16,0.9705906,6,False
3472,unknown,912,10-7,16,0.9713242,6,False
3473,unknown,913,10-7,16,0.9712436,6,False
3474,unknown,914,10-7,16,0.9719044,6,False
3475,unknown,915,10-7,16,0.97118545,6,False
3476,unknown,916,10-7,16,0.97204286,6,False
3477,unknown,917,10-7,16,0.9716618,6,False
3478,unknown,918,10-7,16,0.97091043,6,False
3479,unknown,919,10-7,16,0.97219837,6,False
3480,unknown,920,10-7,16,0.97036886,6,False
3481,unknown,921,10-7,16,0.9715458,6,False
3482,unknown,922,10-7,16,0.97010684,6,False
3483,unknown,923,10-7,16,0.9716319,6,False
3484,unknown,924,10-7,16,0.9712111,6,False
3485,unknown,925,10-7,16,0.9703506,6,False
3486,unknown,926,10-7,16,0.97069585,6,False
3487,unknown,927,10-7,16,0.9704988,6,False
3488,unknown,928,10-7,16,0.9705669,6,False
3489,unknown,929,10-7,16,0.9719535,6,False
3490,unknown,930,10-7,16,0.97139615,6,False
3491,unknown,931,10-7,16,0.9717711,6,False
3492,unknown,932,10-7,16,0.9718615,6,False
3493,unknown,933,10-7,16,0.9717334,6,False
3494,unknown,934,10-7,16,0.9712409,6,False
3495,unknown,935,10-7,16,0.97051036,6,False
3496,unknown,936,10-7,16,0.9722338,6,False
3497,unknown,937,10-7,16,0.9718245,6,False
3498,unknown,938,10-7,16,0.9703317,6,False
3499,unknown,939,10-7,16,0.97079086,6,False
3500,unknown,940,10-7,16,0.9716512,6,False
3501,unknown,941,10-7,16,0.971632,6,False
3502,unknown,942,10-7,16,0.9704996,6,False
3503,unknown,943,10-7,16,0.9715616,6,False
3504,unknown,944,10-7,16,0.9716157,6,False
3505,unknown,945,10-7,16,0.97119427,6,False
3506,unknown,946,10-7,16,0.9713976,6,False
3507,unknown,947,10-7,16,0.9702649,6,False
3508,unknown,948,10-7,16,0.9719026,6,False
3509,unknown,949,10-7,16,0.9717438,6,False
3510,unknown,950,10-7,16,0.97188115,6,False
3511,unknown,951,10-7,16,0.97133595,6,False
3512,unknown,952,10-7,16,0.97117865,6,False
3513,unknown,953,10-7,16,0.97128046,6,False
3514,unknown,954,10-7,16,0.97103256,6,False
3515,unknown,955,10-7,16,0.9705916,6,False
3516,unknown,956,10-7,16,0.971788,6,False
3517,unknown,957,10-7,16,0.97240365,6,False
3518,unknown,958,10-7,16,0.97122943,6,False
3519,unknown,959,10-7,16,0.97177577,6,False
3520,unknown,960,10-7,16,0.9712117,6,False
3521,unknown,961,10-7,16,0.97118235,6,False
3522,unknown,962,10-7,16,0.97105753,6,False
3523,unknown,963,10-7,16,0.9703974,6,False
3524,unknown,964,10-7,16,0.97160137,6,False
3525,unknown,965,10-7,16,0.9717528,6,False
3526,unknown,966,10-7,16,0.9713905,6,False
3527,unknown,967,10-7,16,0.970491,6,False
3528,unknown,968,10-7,16,0.9713132,6,False
3529,unknown,969,10-7,16,0.97184294,6,False
3530,unknown,970,10-7,16,0.97200155,6,False
3531,unknown,971,10-7,16,0.97020453,6,False
3532,unknown,972,10-7,16,0.9717138,6,False
3533,unknown,973,10-7,16,0.9716893,6,False
3534,unknown,974,10-7,16,0.97217,6,False
3535,unknown,975,10-7,16,0.9717595,6,False
3536,unknown,976,10-7,16,0.97190267,6,False
3537,unknown,977,10-7,16,0.9722127,6,False
3538,unknown,978,10-7,16,0.9718487,6,False
3539,unknown,979,10-7,16,0.9714433,6,False
3540,unknown,980,10-7,16,0.9717276,6,False
3541,unknown,981,10-7,16,0.9711598,6,False
3542,unknown,982,10-7,16,0.97188646,6,False
3543,unknown,983,10-7,16,0.97112566,6,False
3544,unknown,984,10-7,16,0.97060823,6,False
3545,unknown,985,10-7,16,0.9718431,6,False
